block_name,basin_name,basin_id,date_collection,CALCIUM(mg/L),PH.1,TEMPERATURE,TOTAL DISSOLVED SOLIDS(mg/L),TOTAL HARDNESS(mg/L),DISSOLVED OXYGEN(mg/L),BIOCHEMICAL OXYGEN DEMAND(mg/L),MAGNESIUM(mg/L)
SHIMOGA,Krishna Basin,3,15-04-1977 00:00,22.68409467,7,30,410.3994028,116.4756334,6.792793406,1.472241983,14.01110529
HAVERI,Krishna Basin,3,15-04-1977 00:00,22.90479204,7.6,28.5,370.1719424,117.7463041,6.912976454,1.486900907,14.16918169
YADGIR,Krishna Basin,3,15-04-1977 00:00,25.93459544,7.6,31,500,136.7352758,7.279439762,1.774334657,16.8689808
SHIMOGA,Krishna Basin,3,15-04-1978 00:00,22.86058185,7.6,28.8,378.218686,117.4922452,6.954597561,1.483976681,14.13762937
HAVERI,Krishna Basin,3,15-04-1978 00:00,14.84070215,6.9,31,281,81.92906579,6.10637421,0.855216804,11.09332015
fd,Krishna Basin,3,15-04-1978 00:00,24.62872641,6.2,23,240,125.8838974,5.48102751,1.61088749,14.94167708
YADGIR,Krishna Basin,3,15-04-1978 00:00,30.45365263,6.8,28.5,516,157.6829136,6.869962087,2.131390165,18.83127262
SHIMOGA,Krishna Basin,3,15-04-1980 00:00,17.82304223,7,23.80096201,126,92.32051474,5.505140026,1.052152017,11.42673713
HAVERI,Krishna Basin,3,15-04-1980 00:00,23.41744159,7.2,25.03996593,277.4380244,120.6927386,6.214444888,1.520833483,14.53516602
DEVADURGA,Krishna Basin,3,15-04-1980 00:00,59.39937219,7.3,32.73882389,1238,305.5822569,9.927278324,4.556881374,35.19360056
YADGIR,Krishna Basin,3,15-04-1980 00:00,34.16139018,7.7,27.31335653,563,176.1286466,7.561447436,2.429479763,20.76696941
SIRUGUPPA,Krishna Basin,3,15-04-1980 00:00,52.40705297,7.9,31.23572092,1051,269.7182541,9.539489949,3.967528753,31.1970549
SHIMOGA,Krishna Basin,3,15-04-1981 00:00,10,7.7,24.56019005,75,50,6.603375433,0.342904928,6
HAVERI,Krishna Basin,3,15-04-1981 00:00,18,8.2,24.84738696,314,132.5,6.815719462,1.347567011,21
DEVADURGA,Krishna Basin,3,15-04-1981 00:00,15.98,8.5,24.95733191,500,193.901,7.096819819,1.82007457,36.9482
YADGIR,Krishna Basin,3,15-04-1981 00:00,15.98,8.6,28.92351371,819,223.263,9.103771965,1.988074189,43.9952
SIRUGUPPA,Krishna Basin,3,15-04-1981 00:00,9.988,8.5,24.24727993,272,125.238,6.898591224,1.018161358,24.0643
SHIMOGA,Krishna Basin,3,15-04-1982 00:00,12,7.4,24.28195776,117,71.6667,6.252162498,0.611477908,10
HAVERI,Krishna Basin,3,15-04-1982 00:00,10,8,26.3294234,323,100,7.643702779,0.745655396,18
DEVADURGA,Krishna Basin,3,15-04-1982 00:00,7.992,8.5,24.59917895,488,192.125,7.134539608,1.534508069,41.3149
YADGIR,Krishna Basin,3,15-04-1982 00:00,17.98,8.4,26.84088337,776,252.563,7.922143867,2.366664141,49.8272
SIRUGUPPA,Krishna Basin,3,15-04-1982 00:00,77.908,8,33.76580818,1059,245.628,9.498870477,4.229704554,12.2059
DEVADURGA,Krishna Basin,3,15-04-1983 00:00,13.984,8.2,30.09988149,440,65.3755,9.493314999,0.488646637,7.29972
YADGIR,Krishna Basin,3,15-04-1983 00:00,9.988,8.4,32.71677498,704,100.938,11.000166,0.60418997,18.2323
BADAMI,Krishna Basin,3,15-04-1983 00:00,10,7.7,32.89115319,723,103.975,10.7029374,0.627440852,18.954
YADGIR,Krishna Basin,3,15-05-1972 00:00,65.1240369,7.4,30.4,1256,330.0001792,9.890376876,5.016705775,37.1758814
SHIMOGA,Krishna Basin,3,15-05-1973 00:00,23.78929043,7.1,22.5,209.2318559,122.8271686,5.806980505,1.545353952,14.79996577
SHIMOGA,Krishna Basin,3,15-05-1974 00:00,23.19988019,7,26.5,316.5207275,119.4396539,6.307213829,1.506357963,14.3792157
HAVERI,Krishna Basin,3,15-05-1974 00:00,13.03025453,7.4,30,216,72.43787592,6.13361706,0.698403723,9.995506428
YADGIR,Krishna Basin,3,15-05-1974 00:00,32.50674192,7.8,26.5,498,166.7299359,7.328513308,2.287807519,19.58930758
SHIMOGA,Krishna Basin,3,15-05-1975 00:00,23.00824378,7.1,27.8,351.3909927,118.3387947,6.542286721,1.493692611,14.24254144
HAVERI,Krishna Basin,3,15-05-1975 00:00,23.19958555,7.5,26.5,316.5259422,119.4399674,6.580787647,1.506389455,14.37947803
fd,Krishna Basin,3,15-05-1975 00:00,25.04553124,8,27.5,380,130.4218034,7.024029408,1.676617971,15.86124368
YADGIR,Krishna Basin,3,15-05-1975 00:00,47.95794651,7.7,30.27925742,932,246.8963707,8.974401386,3.592466649,28.65360175
SHIMOGA,Krishna Basin,3,15-05-1976 00:00,22.97865247,7.3,28,356.7575743,118.1695475,6.679463653,1.491755724,14.22161149
HAVERI,Krishna Basin,3,15-05-1976 00:00,23.12601976,7.3,27,329.9350957,119.0164105,6.540726631,1.501503146,14.3267859
fd,Krishna Basin,3,15-05-1976 00:00,22.97859354,7.4,28,356.7586172,118.1696102,6.734178416,1.491762022,14.22166396
YADGIR,Krishna Basin,3,15-05-1976 00:00,31.12568365,7.2,27.5,500,160.4547702,7.019273153,2.180218993,19.02565823
YADGIR,Krishna Basin,3,15-05-1977 00:00,27.10906092,7.7,28.5,450,141.1639397,7.124246097,1.854419396,17.09097327
SHIMOGA,Krishna Basin,3,15-05-1978 00:00,23.12613761,7.1,27,329.9330098,119.0162851,6.431297104,1.50149055,14.32668096
HAVERI,Krishna Basin,3,15-05-1978 00:00,17.55304138,7.3,29,276,94.23059926,6.283563193,1.066180007,12.19402312
fd,Krishna Basin,3,15-05-1978 00:00,23.64186421,7.2,23.5,236.0553775,121.9803683,6.00043229,1.535612828,14.69484384
YADGIR,Krishna Basin,3,15-05-1978 00:00,24.54398006,7.5,29,414,128.7664606,6.890850539,1.645345028,15.83341309
SHIMOGA,Krishna Basin,3,15-05-1979 00:00,17.85986282,7.6,23.80894134,127,92.51161249,5.837230628,1.055323879,11.4483131
HAVERI,Krishna Basin,3,15-05-1979 00:00,24.1789898,7.2,25.16734677,296,124.923303,6.265514907,1.587952146,15.06021264
DEVADURGA,Krishna Basin,3,15-05-1979 00:00,50.20147849,7.5,30.76153718,992,258.403546,9.09472951,3.781563496,29.93591333
YADGIR,Krishna Basin,3,15-05-1979 00:00,43.69550103,7.8,29.36295311,818,225.0330573,8.592589271,3.233173243,26.21711502
SHIMOGA,Krishna Basin,3,15-05-1980 00:00,14.56972191,7.5,23.10163594,39,75.634871,5.445555757,0.777968637,9.567456381
HAVERI,Krishna Basin,3,15-05-1980 00:00,19.65510526,7,24.19480793,175,101.7178548,5.692768057,1.20658659,12.47401351
DEVADURGA,Krishna Basin,3,15-05-1980 00:00,33.33930498,7.2,27.13657637,541,171.9100033,7.203655063,2.360125011,20.29659454
fd,Krishna Basin,3,15-05-1980 00:00,24.59093246,6.5,25.25582923,307,127.0337088,5.924663783,1.622597639,15.29507869
YADGIR,Krishna Basin,3,15-05-1980 00:00,40.66679919,8,28.71188225,737,209.4984506,8.391849134,2.977890151,24.4859707
SIRUGUPPA,Krishna Basin,3,15-05-1980 00:00,32.10518238,7.5,26.87130402,508,165.5808401,7.241424057,2.256128122,19.59138745
SHIMOGA,Krishna Basin,3,15-05-1981 00:00,16,7.7,24.33576909,82,60.8333,6.334063965,0.653291567,5
HAVERI,Krishna Basin,3,15-05-1981 00:00,30,8.2,25.07758725,213.3873576,100,6.606836669,1.470451609,6
DEVADURGA,Krishna Basin,3,15-05-1981 00:00,25.968,8.3,26.97636409,508,161.188,7.7068821,1.830005789,23.1044
fd,Krishna Basin,3,15-05-1981 00:00,37,8.5,26.87413912,369,121.667,7.464999806,1.865542343,7
YADGIR,Krishna Basin,3,15-05-1981 00:00,39.952,8.6,33.36171029,1031,220.489,10.6413334,2.694307198,28.9462
SIRUGUPPA,Krishna Basin,3,15-05-1981 00:00,43.948,8.2,31.12145017,682,147.464,9.204624637,2.237192788,9.02259
SHIMOGA,Krishna Basin,3,15-06-1973 00:00,24.08431964,6.6,20.5,155.5816839,124.5205811,5.255932644,1.564817306,15.01005225
HAVERI,Krishna Basin,3,15-06-1973 00:00,23.30333193,6.5,25.8,297.7397778,120.0321445,5.936524097,1.513149667,14.45257545
SHIMOGA,Krishna Basin,3,15-06-1974 00:00,23.42104898,6.8,25,276.2849237,120.709823,5.989678769,1.5209665,14.53687237
HAVERI,Krishna Basin,3,15-06-1974 00:00,13.97002565,7.3,28,176,75.98113661,5.910983318,0.762467682,10.17305006
fd,Krishna Basin,3,15-06-1974 00:00,17.81857945,7.3,25.2,170,93.45457119,5.856277104,1.062001061,11.74024959
YADGIR,Krishna Basin,3,15-06-1974 00:00,15.99150452,7.7,26.5,172,85.14453801,6.097683574,0.919643009,10.99201226
HAVERI,Krishna Basin,3,15-06-1975 00:00,17.33501452,9,24.5,140,90.68733584,6.669857955,1.017311311,11.38092333
YADGIR,Krishna Basin,3,15-06-1975 00:00,25.90665063,8.1,27.5,397,134.6760832,7.140071232,1.747965991,16.30959541
SHIMOGA,Krishna Basin,3,15-06-1976 00:00,23.19964448,7.4,26.5,316.5248993,119.4399047,6.526072883,1.506383156,14.37942556
HAVERI,Krishna Basin,3,15-06-1976 00:00,17.88038306,7.2,25.5,180,93.92434269,5.841186059,1.069176287,11.81907382
fd,Krishna Basin,3,15-06-1976 00:00,23.27344598,7.2,26,303.1115741,119.8632108,6.347274845,1.511244271,14.43190783
YADGIR,Krishna Basin,3,15-06-1976 00:00,23.05215933,7.6,27.5,343.3494638,118.5931671,6.774239432,1.49664833,14.27435609
SHIMOGA,Krishna Basin,3,15-06-1977 00:00,23.12631439,6.8,27,329.929881,119.016097,6.267152813,1.501471655,14.32652357
HAVERI,Krishna Basin,3,15-06-1977 00:00,23.19976233,7.2,26.5,316.5228134,119.4397793,6.416643356,1.506370559,14.37932063
fd,Krishna Basin,3,15-06-1977 00:00,14.87697185,7.7,26.5,150,79.63876261,6.018313561,0.827313032,10.41182857
YADGIR,Krishna Basin,3,15-06-1977 00:00,23.05210041,7.7,27.5,343.3505067,118.5932298,6.828954195,1.496654629,14.27440856
SHIMOGA,Krishna Basin,3,15-06-1978 00:00,11.02370086,6.4,25,30,59.77482412,4.856439735,0.49762138,8.171164978
HAVERI,Krishna Basin,3,15-06-1978 00:00,23.05227719,7.4,27.5,343.3473779,118.5930417,6.664809905,1.496635733,14.27425116
DEVADURGA,Krishna Basin,3,15-06-1978 00:00,23.19970341,7.3,26.5,316.5238563,119.439842,6.47135812,1.506376858,14.3793731
fd,Krishna Basin,3,15-06-1978 00:00,22.21935694,6.7,25,251,115.0822914,5.817878943,1.425124351,13.99945773
YADGIR,Krishna Basin,3,15-06-1978 00:00,21.03939525,7.5,26,257,109.8056128,6.289015998,1.334352899,13.54168787
SHIMOGA,Krishna Basin,3,15-06-1979 00:00,18.53296031,7.5,23.95362916,145,95.96381071,5.851444968,1.112051591,11.83299304
DEVADURGA,Krishna Basin,3,15-06-1979 00:00,25.15034695,8,25.37624845,322,129.9087338,6.802754582,1.66992387,15.61618095
fd,Krishna Basin,3,15-06-1979 00:00,20.55263174,6.8,24.3877315,199,106.3208618,5.675247015,1.282221301,12.98689755
YADGIR,Krishna Basin,3,15-06-1979 00:00,31.13278308,7.8,26.66229539,482,160.5941541,7.305997056,2.174193314,19.03579127
SHIMOGA,Krishna Basin,3,15-06-1980 00:00,23.41785236,6.5,25.03997395,277.4309273,120.6922925,5.831442512,1.52078929,14.53479827
HAVERI,Krishna Basin,3,15-06-1980 00:00,16.17764017,7.3,23.44727528,82,83.88174458,5.500788441,0.913486142,10.48642718
fd,Krishna Basin,3,15-06-1980 00:00,23.41732423,7.4,25.03996364,277.4400521,120.692866,6.323874138,1.520846109,14.53527109
YADGIR,Krishna Basin,3,15-06-1980 00:00,23.41714819,7.7,25.0399602,277.4430938,120.6930572,6.488018013,1.520865049,14.5354287
SHIMOGA,Krishna Basin,3,15-06-1981 00:00,6,7.2,24.9354742,28,23.3333,6.617378038,-0.042054389,2
HAVERI,Krishna Basin,3,15-06-1981 00:00,6,7.8,21.67597299,193,148.333,5.362818599,1.144505167,32
fd,Krishna Basin,3,15-06-1981 00:00,22,8.1,24.98125665,236,105,6.715679667,1.239441626,12
YADGIR,Krishna Basin,3,15-06-1981 00:00,7.992,7.8,21.96528789,245,161.75,5.453518628,1.326265225,34.0249
SIRUGUPPA,Krishna Basin,3,15-06-1981 00:00,13.984,8.1,35.79837052,1024,151.438,12.24985948,1.119769161,27.9547
SHIMOGA,Krishna Basin,3,15-06-1982 00:00,8,7.8,24.23611259,57,49.1667,6.552348129,0.273456459,7
HAVERI,Krishna Basin,3,15-06-1982 00:00,14,8,24.61257153,207,97.5,6.693006141,0.902888021,15
DEVADURGA,Krishna Basin,3,15-06-1982 00:00,13.984,8.2,27.30533945,434,121.063,8.128822115,1.048653932,20.6647
fd,Krishna Basin,3,15-06-1982 00:00,21,7.9,24.39878391,220,110.833,6.347790481,1.270021847,14
YADGIR,Krishna Basin,3,15-06-1982 00:00,13.984,8.4,22.99113265,338,176.751,6.127370123,1.644256131,34.0297
BADAMI,Krishna Basin,3,15-06-1982 00:00,16,8.2,27.75428472,451,118.975,8.29504101,1.089796131,18.954
SIRUGUPPA,Krishna Basin,3,15-06-1982 00:00,20.976,8.6,33.76599409,963,176.532,11.34163533,1.633690119,29.7821
SHIMOGA,Krishna Basin,3,15-06-1984 00:00,6,8.23,24.85202553,35,27.5,7.140540397,-0.00300497,3
HAVERI,Krishna Basin,3,15-06-1984 00:00,26,8.16,22.2645539,204,152.5,5.313960382,1.864181103,21
YADGIR,Krishna Basin,3,15-06-1984 00:00,68.916,8.04,19.92179927,488,326.909,2.973771183,4.9624314,37.1085
BADAMI,Krishna Basin,3,15-06-1984 00:00,31.96,7.48,26.03006007,722,259.214,6.647184783,2.93143676,43.0353
SIRUGUPPA,Krishna Basin,3,15-06-1984 00:00,14.984,7.49,31.15279147,1182,303.282,9.629600357,2.611941863,63.7972
YADGIR,Krishna Basin,3,15-07-1972 00:00,11.29939405,7.6,28.4,135,63.00910848,5.931920661,0.544016812,8.845392342
YADGIR,Krishna Basin,3,15-07-1973 00:00,13.92534312,7.8,26.8,140,75.1029176,6.040488859,0.750556174,9.96326903
SHIMOGA,Krishna Basin,3,15-07-1974 00:00,23.89132792,9,21.8,190.4759366,123.4211639,6.749445095,1.552296817,14.87458471
fd,Krishna Basin,3,15-07-1974 00:00,10.13067386,9.3,25.6,30,55.70344153,6.450127036,0.42810149,7.80224073
YADGIR,Krishna Basin,3,15-07-1974 00:00,21.79919348,7.6,26,272,113.5593675,6.397842366,1.397307285,13.93729562
SHIMOGA,Krishna Basin,3,15-07-1975 00:00,11.65433737,8.4,24.3,22,62.51281496,5.913521949,0.545267994,8.392106305
HAVERI,Krishna Basin,3,15-07-1975 00:00,23.42045971,7.8,25,276.295353,120.71045,6.536826404,1.521029484,14.53739703
fd,Krishna Basin,3,15-07-1975 00:00,23.30233017,8.2,25.8,297.7575077,120.0332103,6.866675075,1.513256739,14.45346737
YADGIR,Krishna Basin,3,15-07-1975 00:00,22.19536261,7.7,23,192,113.8685505,6.128513322,1.409472203,13.67624128
SHIMOGA,Krishna Basin,3,15-07-1976 00:00,23.34712962,7.2,25.5,289.7003348,120.2866423,6.277906334,1.516117982,14.48449503
fd,Krishna Basin,3,15-07-1976 00:00,23.27309242,7.8,26,303.1178317,119.863587,6.675563426,1.511282061,14.43222263
YADGIR,Krishna Basin,3,15-07-1976 00:00,21.69809315,7.4,26,270,113.0592086,6.281206011,1.388909393,13.88449572
SHIMOGA,Krishna Basin,3,15-07-1977 00:00,23.34606894,9,25.5,289.7191076,120.2877708,7.262772076,1.516231353,14.48543942
HAVERI,Krishna Basin,3,15-07-1977 00:00,23.05245397,7.1,27.5,343.3442491,118.5928536,6.500665615,1.496616838,14.27409376
fd,Krishna Basin,3,15-07-1977 00:00,23.15525751,7.7,26.8,324.5747717,119.1860339,6.73183828,1.503477825,14.34803064
YADGIR,Krishna Basin,3,15-07-1977 00:00,23.19988019,7,26.5,316.5207275,119.4396539,6.307213829,1.506357963,14.3792157
SHIMOGA,Krishna Basin,3,15-07-1978 00:00,23.49473262,6.8,24.5,262.8736844,121.1332545,5.920310259,1.525840212,14.58945957
DEVADURGA,Krishna Basin,3,15-07-1978 00:00,12.49603518,7.6,26.5,103,67.87660733,5.794039901,0.630060498,9.172317276
fd,Krishna Basin,3,15-07-1978 00:00,23.42140254,6.2,25,276.2786661,120.7094468,5.661390189,1.52092871,14.53655757
YADGIR,Krishna Basin,3,15-07-1978 00:00,23.64169315,7.3,26.5,323,122.9349106,6.423608682,1.553353878,14.97407024
SHIMOGA,Krishna Basin,3,15-07-1979 00:00,17.18790223,6.5,23.66437021,109,89.06078367,5.166493371,0.998555895,11.06322719
HAVERI,Krishna Basin,3,15-07-1979 00:00,15.0563479,6.9,23.20618402,52,78.12872755,5.167073164,0.818920938,9.845102235
fd,Krishna Basin,3,15-07-1979 00:00,15.43071202,6.4,23.28660936,62,80.04712263,4.931813383,0.850421418,10.05866296
SHIMOGA,Krishna Basin,3,15-07-1980 00:00,4,7,24.79827133,33,26.6667,6.494596933,-0.078887644,4
HAVERI,Krishna Basin,3,15-07-1980 00:00,8,7.4,24.72361502,62,40.8333,6.571728169,0.187995863,5
DEVADURGA,Krishna Basin,3,15-07-1980 00:00,15.98,8,24.18936282,121,77.4631,6.42923522,0.80375556,9.00315
fd,Krishna Basin,3,15-07-1980 00:00,12,7.3,22.91540192,48,75.8333,5.526866504,0.680441848,11
YADGIR,Krishna Basin,3,15-07-1980 00:00,32.96,8,24.62170298,251,124.52,6.19373362,1.802843332,10.1088
SIRUGUPPA,Krishna Basin,3,15-07-1980 00:00,50.94,8,30.4263205,880,235.333,8.579271739,3.277354681,25.916
SHIMOGA,Krishna Basin,3,15-07-1981 00:00,4,7.2,24.88267061,38,26.6667,6.645476137,-0.080845337,4
HAVERI,Krishna Basin,3,15-07-1981 00:00,4,7.7,24.71486379,40,30.8333,6.837226091,-0.039873466,5
fd,Krishna Basin,3,15-07-1981 00:00,12,7.5,24.37442292,27,38.3333,6.347472104,0.313243557,2
YADGIR,Krishna Basin,3,15-07-1981 00:00,7.992,8,25.32549882,212,80.7503,7.20160728,0.528235469,14.5849
SIRUGUPPA,Krishna Basin,3,15-07-1981 00:00,17.98,8.2,27.17028643,607,186.751,7.964990439,1.77441277,34.0322
SHIMOGA,Krishna Basin,3,15-07-1982 00:00,9,7.5,24.05772582,16,39.1667,6.272372775,0.223601041,4
HAVERI,Krishna Basin,3,15-07-1982 00:00,20,7.7,24.58528643,166,87.5,6.353367146,1.023593508,9
DEVADURGA,Krishna Basin,3,15-07-1982 00:00,21.972,8,26.10846331,293,101.576,7.214849524,1.181687046,11.195
fd,Krishna Basin,3,15-07-1982 00:00,26,7.8,39.23087945,994,77.5,13.43917872,0.801094089,3
YADGIR,Krishna Basin,3,15-07-1982 00:00,8.988,8.1,25.13757519,228,90.8441,7.138812131,0.656978325,16.4098
BADAMI,Krishna Basin,3,15-07-1982 00:00,17.96,8.1,26.67336273,421,132.076,7.658846185,1.299670495,20.9223
SIRUGUPPA,Krishna Basin,3,15-07-1982 00:00,17.98,7.6,27.69202862,751,226.238,7.898673897,2.112861712,43.5092
SHIMOGA,Krishna Basin,3,15-07-1983 00:00,4,7.77,25.1103915,16.76917301,14.1667,7.079840709,-0.197683115,1
HAVERI,Krishna Basin,3,15-07-1983 00:00,8,7.82,26.59336446,125,24.1667,7.717443657,-0.003740681,1
DEVADURGA,Krishna Basin,3,15-07-1983 00:00,11.984,8.27,25.30869159,102,45.188,7.229049871,0.35178259,3.65472
fd,Krishna Basin,3,15-07-1983 00:00,8,8.34,25.44623429,69,28.3333,7.43914068,0.060141866,2
YADGIR,Krishna Basin,3,15-07-1983 00:00,7.992,8.32,29.14147943,380,60.5003,9.247984651,0.259140294,9.72486
BADAMI,Krishna Basin,3,15-07-1983 00:00,8,8.08,27.90075583,263,45.3125,8.504881017,0.1535179,6.075
SIRUGUPPA,Krishna Basin,3,15-07-1983 00:00,13.984,8.02,26.63002528,307,90.688,7.694266684,0.794637943,13.3747
SHIMOGA,Krishna Basin,3,15-07-1985 00:00,15,7.36,24.05392918,48,54.1667,6.035424856,0.565826704,4
HAVERI,Krishna Basin,3,15-07-1985 00:00,15,7.47,23.91994066,52,58.3333,6.030403183,0.605975037,5
DEVADURGA,Krishna Basin,3,15-07-1985 00:00,20.976,8.25,22.8889593,110,103.632,5.797336211,1.240587925,12.2861
fd,Krishna Basin,3,15-07-1985 00:00,13,7.31,22.62430225,60,86.6667,5.364154228,0.818300366,13
YADGIR,Krishna Basin,3,15-07-1985 00:00,16.98,8.37,24.24967213,230,114.894,6.639931066,1.169632182,17.3867
BADAMI,Krishna Basin,3,15-07-1985 00:00,28.96,7.88,29.69003452,898,243.108,8.741635393,2.598353307,40.9698
SIRUGUPPA,Krishna Basin,3,15-07-1985 00:00,33.96,8.18,38.51924096,1078,126.514,13.09151833,1.530302618,9.9873
SHIMOGA,Krishna Basin,3,15-07-1986 00:00,10,7.5,24.8777152,58,37.5,6.648095008,0.224432362,3
HAVERI,Krishna Basin,3,15-07-1986 00:00,20,6.98,25.5749583,153,62.5,6.441896744,0.778326206,3
fd,Krishna Basin,3,15-07-1986 00:00,17,7.16,24.17650493,66,59.1667,5.933373394,0.67699219,4
HARIHAR,Krishna Basin,3,15-07-1986 00:00,24,7.44,27.98314434,520,143.333,7.780942886,1.57926631,20
YADGIR,Krishna Basin,3,15-07-1986 00:00,33.96,7.93,25.84218578,246,98.1637,6.724290657,1.574999944,3.1833
BADAMI,Krishna Basin,3,15-07-1986 00:00,28.96,7.84,26.08199037,316,114.52,6.929070464,1.540570971,10.1088
SIRUGUPPA,Krishna Basin,3,15-07-1986 00:00,33.96,7.92,40.62796371,1548,247.001,14.00238161,2.551118583,38.9043
YADGIR,Krishna Basin,3,15-08-1972 00:00,19.70866633,7.2,27,260,103.7801604,6.147514921,1.230967577,13.00449441
YADGIR,Krishna Basin,3,15-08-1973 00:00,21.41172702,7.7,24.57251044,222,110.7308311,6.255709503,1.354741204,13.47878073
fd,Krishna Basin,3,15-08-1974 00:00,23.24403145,7.1,26.2,308.4750269,119.6937755,6.320307486,1.509288488,14.41082048
SHIMOGA,Krishna Basin,3,15-08-1975 00:00,23.49449692,7.2,24.5,262.8778561,121.1335053,6.139169312,1.525865405,14.58966943
HAVERI,Krishna Basin,3,15-08-1975 00:00,23.67121981,7.4,23.3,230.6929676,122.1498663,6.082114413,1.537574909,14.71598365
fd,Krishna Basin,3,15-08-1975 00:00,23.39151659,6.9,25.2,281.6504624,120.5405131,6.072140937,1.519023314,14.51588996
DEVADURGA,Krishna Basin,3,15-08-1976 00:00,23.05168792,8.4,27.5,343.3578073,118.5936686,7.21195754,1.496698717,14.27477582
HAVERI,Krishna Basin,3,15-08-1978 00:00,9.422582011,9,27,57,52.9735739,6.399934263,0.379052024,7.651484721
DEVADURGA,Krishna Basin,3,15-08-1978 00:00,13.48525237,8.6,24.5,64,71.66811675,6.176828837,0.698344693,9.376540539
fd,Krishna Basin,3,15-08-1978 00:00,12.89692767,7.5,25,67,69.0325235,5.591740616,0.652927032,9.147236094
YADGIR,Krishna Basin,3,15-08-1978 00:00,23.27238529,9,26,303.1303469,119.8643393,7.332140587,1.511357642,14.43285222
DEVADURGA,Krishna Basin,3,15-08-1979 00:00,23.41761764,6.9,25.03996937,277.4349828,120.6925474,6.050301012,1.520814543,14.53500841
fd,Krishna Basin,3,15-08-1979 00:00,15.20637777,6.4,23.23838333,56,78.89642793,4.908838522,0.831511062,9.930425034
YADGIR,Krishna Basin,3,15-08-1979 00:00,19.61695829,7.8,24.18669247,174,101.5251594,6.126620859,1.203461713,12.45291116
HAVERI,Krishna Basin,3,15-08-1980 00:00,4,7,24.36257721,43,39.1667,6.282412142,0.04233258,7
DEVADURGA,Krishna Basin,3,15-08-1980 00:00,17.98,8.2,13.20466509,67,286.988,1.1202512,2.991431749,58.0891
SIRUGUPPA,Krishna Basin,3,15-08-1980 00:00,34.96,7.7,25.89246047,337,129.52,6.600899479,1.887141435,10.1088
HAVERI,Krishna Basin,3,15-08-1982 00:00,7,7.7,23.75272859,23,46.6667,6.286634536,0.227731048,7
DEVADURGA,Krishna Basin,3,15-08-1982 00:00,21.972,8.2,24.8522688,120,67.1509,6.702319238,0.905308583,2.93301
YADGIR,Krishna Basin,3,15-08-1982 00:00,47.944,8.1,25.40106631,298,134.177,6.231423502,2.392140658,3.43602
BADAMI,Krishna Basin,3,15-08-1982 00:00,30.96,8,25.09186532,184,90.1575,6.473238399,1.416990313,3.0618
YADGIR,Krishna Basin,3,15-09-1972 00:00,28.28385763,7.5,26,400,145.5931529,6.804921083,1.934497748,17.31288183
SHIMOGA,Krishna Basin,3,15-09-1973 00:00,10.78812322,7,25.5,40,58.88795628,5.226683258,0.481617632,8.126939884
HAVERI,Krishna Basin,3,15-09-1973 00:00,23.2585914,7.4,26.1,305.7959078,119.7786499,6.470578074,1.510282125,14.42149532
fd,Krishna Basin,3,15-09-1973 00:00,23.22905901,7.5,26.3,311.1614465,119.60934,6.553040242,1.508338939,14.40051291
YADGIR,Krishna Basin,3,15-09-1973 00:00,11.09570594,7.8,27,90,61.23443386,5.862463883,0.517521441,8.521424639
YADGIR,Krishna Basin,3,15-09-1974 00:00,20.85469901,7.9,26.5,268,109.1693736,6.553446349,1.32254171,13.52377883
SHIMOGA,Krishna Basin,3,15-09-1975 00:00,23.3470707,7.3,25.5,289.7013777,120.286705,6.332621098,1.516124281,14.4845475
HAVERI,Krishna Basin,3,15-09-1975 00:00,23.42063649,7.5,25,276.2922242,120.7102619,6.372682114,1.521010589,14.53723963
fd,Krishna Basin,3,15-09-1975 00:00,9.576771931,7,27,60,53.72802289,5.316548448,0.391599895,7.730041326
YADGIR,Krishna Basin,3,15-09-1975 00:00,15.95901083,7.9,27,186,85.25945254,6.263516208,0.920418013,11.05316324
SHIMOGA,Krishna Basin,3,15-09-1976 00:00,23.27303349,7.9,26,303.1188746,119.8636497,6.730278189,1.51128836,14.43227509
HAVERI,Krishna Basin,3,15-09-1976 00:00,23.27344598,7.2,26,303.1115741,119.8632108,6.347274845,1.511244271,14.43190783
DEVADURGA,Krishna Basin,3,15-09-1976 00:00,23.19976233,7.2,26.5,316.5228134,119.4397793,6.416643356,1.506370559,14.37932063
fd,Krishna Basin,3,15-09-1976 00:00,23.08133816,8.1,27.3,337.9901827,118.7628531,7.020065845,1.498629307,14.2956533
YADGIR,Krishna Basin,3,15-09-1976 00:00,20.38069735,7.6,26,244,106.552017,6.296825986,1.279796406,13.19888002
SHIMOGA,Krishna Basin,3,15-09-1977 00:00,23.27362276,6.9,26,303.1084453,119.8630227,6.183130555,1.511225376,14.43175043
HAVERI,Krishna Basin,3,15-09-1977 00:00,23.05268968,6.7,27.5,343.3400774,118.5926028,6.281806561,1.496591645,14.2738839
fd,Krishna Basin,3,15-09-1977 00:00,23.36251455,6.1,25.4,287.0066146,120.3706389,5.662170234,1.517023442,14.49443535
YADGIR,Krishna Basin,3,15-09-1977 00:00,23.19999804,6.8,26.5,316.5186417,119.4395285,6.197784302,1.506345366,14.37911077
SHIMOGA,Krishna Basin,3,15-09-1978 00:00,23.19952663,7.6,26.5,316.5269851,119.4400301,6.63550241,1.506395753,14.37953049
HAVERI,Krishna Basin,3,15-09-1978 00:00,23.12560727,8,27,329.9423962,119.0168494,6.923729975,1.501547235,14.32715316
