,station_name,district_name,block_name,basin_name,sub_basin_name,basin_id,date_collection,PH.1,TEMPERATURE,TOTAL DISSOLVED SOLIDS(mg/L),TOTAL HARDNESS(mg/L),DISSOLVED OXYGEN(mg/L),BIOCHEMICAL OXYGEN DEMAND(mg/L)
1915,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,14-10-1996 00:00,7.89,24,-103.0480183,16.6,8.4,0.39
3102,Malkhed,Gulbarga,SEDAM,Krishna Basin,Bhima Lower,3,14-10-1996 00:00,8,23.07497122,446,266.95,6.47470405,4.201525142
3911,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,14-10-1996 00:00,8.5,26.5,318.0718408,74.929,5.3,0
5372,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,14-10-1996 00:00,7.44,25,254.1475577,80.4,4.7,2.239687934
3710,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-01-1972 00:00,8,26.5,208,140.833,7.928374994,1.3
218,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-01-1973 00:00,8,24,242,180.167,7.757835163,1.3
971,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-01-1973 00:00,7.7,18.65117937,140,235.167,8.08880912,3.64250305
3815,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-01-1973 00:00,8.2,26.5,475.4550151,174.117,5.5,0.9
105,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-01-1974 00:00,8.28,25.5,343.139435,149.881,6.5,0.5
1206,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-01-1974 00:00,8.17,25.5,180.815801,87.4625,6.897022726,1.044469311
4033,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-01-1974 00:00,8.61,23,369.7499345,189.867,6.4,1.2
21,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-01-1975 00:00,7.8,26.77025386,320,117.5,5.930850262,1.589448187
1182,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-01-1975 00:00,7.6,24.44072882,60,55.1667,7.037834769,0.497377416
2240,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-01-1975 00:00,7.2,24.20218288,-8.79118236,39.1937,7.01,1.82
4009,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-01-1975 00:00,8.26,23,121.5756864,89.93,7,0.8
563,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-01-1977 00:00,7.27,25,133.673124,68.4,6.353,0.578
1165,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-01-1977 00:00,7.6,25.82847459,78,29.1667,6.694586421,0.04345454
2132,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-01-1977 00:00,7.5,27,98,64.3625,6.2,1.59
3793,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-01-1977 00:00,8.1,25.19964561,241.0977562,120.9822014,6.705960828,1.640523414
474,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-01-1979 00:00,7.7,24.5,-17.98829646,76.7938,8.99,0.29
998,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-01-1979 00:00,7.77,30,474.0353867,150.562,5.665744374,1.904257197
1568,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-01-1979 00:00,7.36,25,50,28.1938,6.7,1.7
2142,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-01-1979 00:00,7.6,23.50200433,250,166,6.688522038,2.435724081
4060,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-01-1979 00:00,7.8,21.5,156,136.487041,6.77702904,2.118158492
157,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-01-1981 00:00,7.64,23,-4.918310218,36.25,6.9,0.79
1462,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-01-1981 00:00,7.9,21.5,-122.8696239,4.365,7.41,0.29
1578,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-01-1981 00:00,8.548169142,25.19970897,241.1123543,120.9825448,6.997433575,1.640552548
2226,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-01-1981 00:00,7.92,27.5,448.3782765,180.144,5.936791878,2.547507599
3655,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-01-1981 00:00,7.8,25.35537016,40,23.3333,7.033363978,-0.058910495
5659,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,15-01-1981 00:00,7.4,27,198,75.42876619,6.389727564,0.726228093
251,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-01-1982 00:00,7.5,26.81636145,252,85,5.921578656,1.020896119
1101,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-01-1982 00:00,7.73,25.53279455,400.4632937,177.1,5.62,2.925711586
3694,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-01-1982 00:00,7.3,25.62161838,38,15.8333,6.65791263,-0.189956888
5693,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,15-01-1982 00:00,7.2,24.96008876,17,22.5,6.792201594,-0.07377527
255,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-01-1983 00:00,7.51,23.5,122.3311216,93.2562,6.707656463,1.249116071
1262,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-01-1983 00:00,7.34,25,68.10529435,42.7188,6.678652332,0.294563781
1558,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-01-1983 00:00,7.2,24,50,29.6125,7.65,0.58
2318,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-01-1983 00:00,8.19,23,295.639667,185.542,7.136369488,1.1
3962,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-01-1983 00:00,7.73,25.19965907,241.0923875,120.9820574,6.46526691,1.640508078
4464,Cholachagudda,Bagalkot,BADAMI,Krishna Basin,Krishna Upper,3,15-01-1983 00:00,7.9,24.8,80,58.39185155,7.164510241,0.527629018
5717,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,15-01-1983 00:00,7.48,24.68519668,89,62.5,6.825010101,0.625831064
3712,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-02-1972 00:00,7.49,17,202,159.167,5.409463804,1.7
592,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-02-1973 00:00,7.5,24.5,94,56.667,6.576156423,0.7
973,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-02-1973 00:00,7.7,25.72906832,180,78.6667,6.487148931,0.909371467
2468,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-02-1973 00:00,7.33,25,651.4060809,341.7,4.428,12.128
107,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-02-1974 00:00,7.14,23,149.8476527,68.275,5.2,0.9
1204,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-02-1974 00:00,7.67,24,334.8391644,185.006,6.224002613,2.814159074
4031,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-02-1974 00:00,7.9,25,369.1012626,184.474,6.240242606,2.752842541
121,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-02-1975 00:00,7.8,23.5,449.2963923,247.244,6.024338274,3.919518319
1180,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-02-1975 00:00,7.4,22.18751949,50,106.25,7.40973925,1.389531344
2241,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-02-1975 00:00,8.1,25.5,161.1343876,78.1937,6.903971706,0.883731257
4007,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-02-1975 00:00,7.4,29,385.3491095,125.463,5.703569317,1.521086828
459,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-02-1977 00:00,7.3,24.5,100.3741635,66.25,6.587580157,0.72868002
1163,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-02-1977 00:00,8.2,25.17692738,72,42.5,7.239030493,0.27629551
3791,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-02-1977 00:00,7.4,25.12422204,337.1693127,167.469,5.996874332,2.451101374
469,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-02-1978 00:00,8,24.5,225.0591637,114.708,6.52,1.18
991,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-02-1978 00:00,7.74,28.5,308.2069093,97.4625,6.151497251,1.061574666
1688,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-02-1978 00:00,6.4,23,-206.8159523,29.5833,8.79,1.28
3767,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-02-1978 00:00,7.64,24.5,580,299.167,1.754864875,23
476,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-02-1979 00:00,8.22,26.5,304.0360656,188.381,8.43,1.09
1000,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-02-1979 00:00,7.1,26,151.8875617,65.5125,6.257064295,0.637735868
1566,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-02-1979 00:00,7.13,25,38,25.1562,6.9,1.3
2144,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-02-1979 00:00,7.31,22,72,46.667,5.560544355,1.8
4058,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-02-1979 00:00,7.1,21.3,122.3824778,130.1894139,6.538503843,2.002188782
135,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-02-1980 00:00,7.34,22.5,235.4271469,75.0833,4.13,0.61
1123,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-02-1980 00:00,7.39,24,95.42115228,72.25,6.680347451,0.858781895
1705,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-02-1980 00:00,7.92,23,53.13494474,55.2938,6.82,0.59
2347,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-02-1980 00:00,7.63,24,172.5002286,108.55,6.630920378,1.488289556
4036,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-02-1980 00:00,8.24,25,204.6691614,82.4579,6.2,1.3
5671,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,15-02-1980 00:00,6.3,25.4,247.3511288,120.4901512,5.507896135,1.621483399
1576,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-02-1981 00:00,8.548169142,25.19970897,241.1123543,120.9825448,6.997433575,1.640552548
4062,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-02-1981 00:00,7.6,22,143.7285043,128.5336369,6.776658002,1.937214574
515,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-02-1982 00:00,8,26,386.5884642,105.287,4.5,0.8
1012,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-02-1982 00:00,6.96,25.5,77.04827286,38.6,6.386581855,0.197075039
3696,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-02-1982 00:00,8.4,25.1891277,322,157.5,6.647529819,2.288184552
5695,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,15-02-1982 00:00,8.2,25.33926675,110,56.0134,7.095637619,0.512815915
257,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-02-1983 00:00,7.32,25,194.625956,102.306,6.328224386,1.327899545
1268,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-02-1983 00:00,7.21,25.5,145.6211716,70.8938,6.366345425,0.757109185
1556,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-02-1983 00:00,7.53,26,191.3514074,56.2,5.49,1.59
2316,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-02-1983 00:00,7.89,22,251.3200956,133.367,5.78,0.55
3960,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-02-1983 00:00,8.56,24,523.2160967,144.911,3.3,0.5
4466,Cholachagudda,Bagalkot,BADAMI,Krishna Basin,Krishna Upper,3,15-02-1983 00:00,7.8,24.5,660,300.2684738,4.812539366,4.949724975
5719,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,15-02-1983 00:00,8.15,25.69555352,265,118.695,6.542464737,1.609641318
3714,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-03-1972 00:00,7.82,23.5,742,331.8,2.2,8.6
590,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-03-1973 00:00,7.14,22.5,58,35,5.566894345,1.4
975,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-03-1973 00:00,8.2,25.92447309,180,73.8333,6.771388902,0.824961731
2467,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-03-1973 00:00,7.81,24,300.6865489,132.8,5.583,1.348
3813,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-03-1973 00:00,8.26,24.5,281.2459338,99.918,5.5,0.8
109,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-03-1974 00:00,8.2,21,255.4552408,207.431,7.1,3.6
1202,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-03-1974 00:00,7.53,24.8,29.04822859,27.6562,6.914822738,0.043780617
4029,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-03-1974 00:00,8,24,361.283227,149.896,5.2,1.9
20,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-03-1975 00:00,7.7,26.35406592,220,81.6667,6.240828729,0.962276515
1490,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-03-1975 00:00,7.7,22,23.21699951,49.2438,6.6,0.4
4005,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-03-1975 00:00,7.4,28,367.9833781,133.951,5.791897346,1.72038082
133,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-03-1976 00:00,8.2,23.5,204.0433494,103.238,6.4,0.4
1350,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-03-1976 00:00,8.11,27,304.8849858,164.9,7.84,1.147105017
1695,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-03-1976 00:00,7.89,23,174.986937,126.386,6.835449703,1.849701511
3674,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-03-1976 00:00,6.7,24.87647148,36,33.3333,6.429834344,0.11567543
561,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-03-1977 00:00,7.8,21,219.6023658,148.8,5.73,3.212269549
1162,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-03-1977 00:00,8.1,24.59422444,366,192.5,6.45075878,2.900082954
3789,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-03-1977 00:00,7.94,25.12399821,337.4586035,167.605,6.347411631,2.453490523
470,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-03-1978 00:00,8,22,63.48357288,90.5375,7.246394079,1.280134094
993,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-03-1978 00:00,7.76,28.5,338.783662,111.863,6.082963599,1.311302829
1686,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-03-1978 00:00,7.2,29,817.5867326,475.875,9.02,3.704409409
3999,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-03-1978 00:00,7.1,25.19968199,241.0832462,120.9818122,6.055436724,1.640481965
478,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-03-1979 00:00,8.16,27.5,303.8268757,135.1,6.92,2.57
1002,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-03-1979 00:00,7.23,27,240.4927243,90.575,6.063321295,1.020265113
1564,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-03-1979 00:00,7,27,106,65.3312,7.9,0.7
4056,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-03-1979 00:00,7.5,24.5,219.9349416,122.6195709,6.400513534,1.705091932
137,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-03-1980 00:00,8.74,22,436.2176842,270.425,7.61390331,0.7
1121,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-03-1980 00:00,7.7,26,797.175936,297.6,2.73,6.463214195
1703,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-03-1980 00:00,7.65,28,247.3813031,229.326,10.65,1.18
4034,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-03-1980 00:00,7.9,23.5,317.6827181,189.876,6.9,1.2
5673,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,15-03-1980 00:00,7.6,24.5,219.9364991,122.6196014,6.465565544,1.705095745
1574,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-03-1981 00:00,7.02,27,84,37.775,3.94,0.54
3486,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-03-1981 00:00,7.5,28.62116353,580,191.667,4.599110227,2.888204904
517,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-03-1982 00:00,7.36,23.5,139.7076125,64.0667,5.6,0.7
1014,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-03-1982 00:00,8.4,27,275.0265634,106.831,6.732378435,1.302209662
3698,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-03-1982 00:00,8,25.3826494,130,64.1667,6.898888811,0.655476854
5697,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,15-03-1982 00:00,8.2,25.07315734,195,101.794,6.907052864,1.313547849
161,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-03-1983 00:00,8.27,25,477.9846532,217.45,6.11,1.38
1266,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-03-1983 00:00,7.06,24,-62.89164912,15.0688,7.1,1
1555,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-03-1983 00:00,7.33,24,129.605233,88.35,6.550148657,1.137979362
3958,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-03-1983 00:00,8.18,24,479.7236586,114.919,2.5,2.1
4374,Cholachagudda,Bagalkot,BADAMI,Krishna Basin,Krishna Upper,3,15-03-1983 00:00,8.34,24,448.8638218,249.399,6.69,3.648824527
5721,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,15-03-1983 00:00,7.83,35.58153949,988,207.795,2.178375105,3.175060872
3716,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-04-1972 00:00,7.63,25,854,420,0.1974505,28.8
977,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-04-1973 00:00,7.8,25.28483027,130.0228363,67.3333,6.804868755,0.705745573
2466,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-04-1973 00:00,7.41,26,341.0769936,104.55,4.813,0.578
579,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-04-1974 00:00,7.31,17,76,39.7062,8.42,2.07
1200,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-04-1974 00:00,6.95,25.5,206.064589,99.3625,6.036003871,1.250792707
4027,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-04-1974 00:00,8.642549321,22,144.6967608,128.493828,7.442695449,1.938413352
18,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-04-1975 00:00,7.6,24.73520739,70,52.5,6.947221606,0.450923217
1493,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-04-1975 00:00,8.2,25.5,188.27058,86.9938,6.7,1.5
4003,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-04-1975 00:00,7.9,24,309.5976303,179.98,7,0.8
7,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-04-1976 00:00,8.09,23.80636137,129,102.667,7.291393134,1.327962842
1348,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-04-1976 00:00,7.32,24,85.29939668,36.2,5.68,1.066897642
1693,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-04-1976 00:00,8.18,21.5,-89.00354081,69.2438,8.99,0.29
2372,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-04-1976 00:00,7.9,28.21381433,253,50.9167,5.88541255,0.425579403
3676,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-04-1976 00:00,7.3,25.54210197,50,23.3333,6.640099498,-0.058801316
560,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-04-1977 00:00,7.43,17,-135.0971635,80.35,7.615245625,1.363940462
1160,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-04-1977 00:00,8.2,25.59718913,62,27.5,7.179522402,0.014160487
3787,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-04-1977 00:00,7.95,25.11014641,355.3241852,176.241,6.306674143,2.604016726
546,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-04-1978 00:00,7.84,27,341.4766561,132.8,6.22,0.95
995,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-04-1978 00:00,8.25,25.33902212,60.12856573,33.5438,7.282446495,0.116808665
2138,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-04-1978 00:00,7.6,22.64529756,218,172.417,6.960499893,2.547409063
3997,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-04-1978 00:00,8.17,25.19964306,241.0987719,120.9822287,6.751497516,1.640526315
139,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-04-1980 00:00,7.57,25,119.948175,55.2938,6.08,2.02
1179,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-04-1980 00:00,7.5,26.36772963,250,95.1667,6.021559931,1.198455569
1701,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-04-1980 00:00,8.05,24,143.5036738,94.8906,6.98148618,1.251428193
3832,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-04-1980 00:00,8.6,25,285.0247138,126,6.3,2.4
5675,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,15-04-1980 00:00,8,25.5,78,47.61076172,7.242333586,0.29563778
233,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-04-1981 00:00,8.4,25.42684322,192,91.6667,6.97150749,1.136620358
1119,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-04-1981 00:00,7.85,26,349.3643207,160.85,6.3,2.212579774
1572,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-04-1981 00:00,7.81,27.5,266,134.975,5.31,1.71
4065,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-04-1981 00:00,7.5,22,425,239.5740588,5.525658818,3.970929855
5665,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,15-04-1981 00:00,7.9,23.8,198.6029333,124.2756231,6.747827461,1.770100455
519,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-04-1982 00:00,7.74,23,206.9752375,79.0417,4.9,1.7
1016,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-04-1982 00:00,7.2,28,149.8809983,74.9437,7.61,-0.456941025
1762,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-04-1982 00:00,7.6,22,-5.225444437,24.1,6.2,0.5
3700,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-04-1982 00:00,7.5,24.5,912,426.2,2,7.9
5700,T. Ramapuram,Bellary,SIRUGUPPA,Krishna Basin,Tungabhadra Lower,3,15-04-1982 00:00,7.6,25.30996079,97.61014168,51.6667,6.76046773,0.432669138
1553,Huvinhedigi,Raichur,DEVADURGA,Krishna Basin,Krishna Upper,3,15-04-1983 00:00,7.4,26.5,183.007676,60.35,6.08,0.39
3956,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-04-1983 00:00,8.54,23,267.1035369,114.919,5.6,1.6
4468,Cholachagudda,Bagalkot,BADAMI,Krishna Basin,Krishna Upper,3,15-04-1983 00:00,7.4,25,235.174983,121.4367332,6.273243033,1.658664353
3718,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-05-1972 00:00,7.7,23.5,792,438.083,4.813785657,11
586,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-05-1973 00:00,6.9,26,72,61.167,6.942667016,0.8
112,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-05-1974 00:00,8.04,26,32.75086043,64.8187,8.2,2.7
1198,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-05-1974 00:00,6.53,22,-58.49509111,33.1,6.615374734,0.284026903
4025,Yadgir,Gulbarga,YADGIR,Krishna Basin,Bhima Lower,3,15-05-1974 00:00,8.5,23,439.7877143,190.838,5.4,0.8
124,Shimoga,Shimoga,SHIMOGA,Krishna Basin,Tungabhadra Upper,3,15-05-1975 00:00,7.8,22,92.71154386,130.663,8,0.5
1491,Haralahalli,Haveri,HAVERI,Krishna Basin,Tungabhadra Upper,3,15-05-1975 00:00,8.1,23,-117.5365627,44.2938,8.9,1.8
2242,Marol,Dharwad,fd,Krishna Basin,Tungabhadra Upper,3,15-05-1975 00:00,8,24.5,353.5468102,185.481,6.367788381,2.796358227
